Rule,Customer,Product_Group,Recency,Avg_Price_L3Y,Revenue_L12,Customer_Size,l3y_volume,standard_cost,l12_sales_vol,Current_Price,Subrules,lnvolume,lnAvg_Price_L3Y,term.x,elasticity,pinc,pinc_constrained,node,segment,target_volume,target_price,elasticity_,AVG_PE,original_pinc,with_constraints,pinc_,pinc_const_
4,1995111,Product_A,11.0,31.4,121.0,1467.06,14.96,10,5.0,34.54,,"2,70537997254633","3,44680789291421",lnAvg_Price_L3Y,"-0,507570374710529","0,629844772639901","0,196968438617991",35.211927,0,2.7053799725463312,3.4468078929142076,-0.4650248585228605,-1.0225714760310285,0,True,0.7199710306034183,0.21504227072038873
4,10149,Product_A,1.0,28.6,116.0,11167.05,16.22,10,5.4,31.46,,"2,78624504868727","3,35340671782581",lnAvg_Price_L3Y,"-0,507570374710529","0,644017050853873","0,196968438617991",35.211927,0,2.7862450486872667,3.353406717825807,-0.4650248585228605,-1.0225714760310285,0,True,0.7341433033779594,0.21504226376433166
4,2505278,Product_A,2.0,29.9,112.0,4075.05,3.74,10,1.2,32.89,,"1,31908561142644","3,39785848039664",lnAvg_Price_L3Y,"-0,507570374710529","0,637106964892402","0,19696843861799",35.211927,0,1.3190856114264407,3.3978584803966405,-0.4650248585228605,-1.0225714760310285,0,True,0.7272332226640028,0.21504226736820442
4,14598,Product_A,2.0,31.4,122.0,3459.03,14.44,10,4.8,34.54,,"2,67000213346468","3,44680789291421",lnAvg_Price_L3Y,"-0,507570374710529","0,629844772639902","0,19696843861799",35.211927,0,2.67000213346468,3.4468078929142076,-0.4650248585228605,-1.0225714760310285,0,True,0.7199710262873984,0.2150422668276235
4,14635,Product_A,4.0,26.8,119.0,6125.17,76.61,10,25.5,29.48,,"4,33872761652873","3,28840188751681",lnAvg_Price_L3Y,"-0,507570374710529","0,654691586630172","0,196968438617991",35.211927,0,4.33872761652873,3.288401887516811,-0.4650248585228605,-1.0225714760310285,0,True,0.7448178396744007,0.21504226745563837
4,15351,Product_A,5.0,29.0,108.0,149.34,3.74,10,1.2,31.9,,"1,31908561142644","3,36729582998647",lnAvg_Price_L3Y,"-0,507570374710529","0,641824885652304","0,19696843861799",35.211927,0,1.3190856114264407,3.367295829986474,-0.4650248585228605,-1.0225714760310285,0,True,0.7319511509310772,0.2150422673660124
4,2359858,Product_A,3.0,25.0,105.0,3878.41,15.39,10,5.1,27.5,,"2,73371794785079","3,2188758248682",lnAvg_Price_L3Y,"-0,507570374710529","0,666903255558259","0,196968438617991",35.211927,0,2.733717947850788,3.2188758248682006,-0.4650248585228605,-1.0225714760310285,0,True,0.7570294961054184,0.21504226762614564
4,2036395,Product_A,7.0,43.7,105.0,667.0,7.49,10,2.5,48.07,,"2,01356879752913","3,77734810210154",lnAvg_Price_L3Y,"-0,507570374710529","0,589100051896929","0,196968438617991",35.211927,0,2.0135687975291283,3.7773481021015445,-0.4650248585228605,-1.0225714760310285,0,True,0.6792263119677369,0.21504227070288096
4,16092,Product_A,8.0,25.9,109.0,18492.93,189.72,10,63.2,28.49,,"5,24554930100938","3,25424296870549",lnAvg_Price_L3Y,"-0,507570374710529","0,660585249240251","0,196968438617991",35.211927,0,5.2455493010093805,3.254242968705492,-0.4650248585228605,-1.0225714760310285,0,True,0.7507115132914467,0.21504226745574076
4,2699170,Product_A,11.0,33.9,127.0,167.3,3.74,10,1.2,37.29,,"1,31908561142644","3,5234150143864",lnAvg_Price_L3Y,"-0,507570374710529","0,619169278620741","0,19696843861799",35.211927,0,1.3190856114264407,3.5234150143864045,-0.4650248585228605,-1.0225714760310285,0,True,0.7092955318576157,0.21504226736781717
4,2748266,Product_A,1.0,108.8,109.0,141.47,3.74,10,1.2,119.68,,"1,31908561142644","4,68951133442184",lnAvg_Price_L3Y,"-0,507570374710529","0,526863148606388","0,19696843861799",35.211927,0,1.3190856114264407,4.689511334421843,-0.4650248585228605,-1.0225714760310285,0,True,0.616989402533024,0.21504226758834477
4,2699696,Product_A,5.0,27.4,123.0,735.94,11.23,10,3.7,30.14,,"2,41858876875035","3,31054301339402",lnAvg_Price_L3Y,"-0,507570374710529","0,650977575399001","0,196968438617991",35.211927,0,2.418588768750352,3.3105430133940246,-0.4650248585228605,-1.0225714760310285,0,True,0.7411038297092583,0.21504226370424817
4,2404285,Product_A,4.0,40.2,123.0,268.51,3.05,10,1.0,44.22,,"1,11514159061932","3,69386699562498",lnAvg_Price_L3Y,"-0,507570374710529","0,598156082333473","0,196968438617991",35.211927,0,1.1151415906193203,3.6938669956249757,-0.4650248585228605,-1.0225714760310285,0,True,0.6882823469580495,0.21504226736633214
4,2404451,Product_A,6.0,34.8,107.0,1725.22,16.33,10,5.4,38.28,,"2,79300390698237","3,54961738678043",lnAvg_Price_L3Y,"-0,507570374710529","0,615701583666932","0,196968438617991",35.211927,0,2.7930039069823738,3.5496173867804286,-0.4650248585228605,-1.0225714760310285,0,True,0.7058278352879122,0.21504226517558322
4,20355,Product_A,3.0,34.0,120.0,155.36,3.54,10,1.2,37.4,,"1,26412672714568","3,52636052461616",lnAvg_Price_L3Y,"-0,507570374710529","0,618774913312268","0,19696843861799",35.211927,0,1.264126727145683,3.5263605246161616,-0.4650248585228605,-1.0225714760310285,0,True,0.7089011646113267,0.2150422673648329
4,2408407,Product_A,9.0,42.6,123.0,725.76,7.9,10,2.6,46.86,,"2,06686275947298","3,75185425327532",lnAvg_Price_L3Y,"-0,507570374710529","0,591785884666237","0,19696843861799",35.211927,0,2.066862759472976,3.751854253275325,-0.4650248585228605,-1.0225714760310285,0,True,0.6819121420851877,0.21504226732578502
4,2706874,Product_A,8.0,27.8,122.0,716.29,11.22,10,3.7,30.58,,"2,41769790009455","3,32503602069659",lnAvg_Price_L3Y,"-0,507570374710529","0,648590632929087","0,196968438617991",35.211927,0,2.4176979000945504,3.3250360206965914,-0.4650248585228605,-1.0225714760310285,0,True,0.7387168904528553,0.2150422639322187
4,2027937,Product_A,5.0,32.5,122.0,201.75,3.74,10,1.2,35.75,,"1,31908561142644","3,48124008933569",lnAvg_Price_L3Y,"-0,507570374710529","0,624945213600216","0,19696843861799",35.211927,0,1.3190856114264407,3.481240089335692,-0.4650248585228605,-1.0225714760310285,0,True,0.7150714700941976,0.2150422673650283
4,2028377,Product_A,9.0,27.3,105.0,555.51,11.22,10,3.7,30.03,,"2,41769790009455","3,30688670219091",lnAvg_Price_L3Y,"-0,507570374710529","0,651585240240242","0,196968438617991",35.211927,0,2.4176979000945504,3.3068867021909143,-0.4650248585228605,-1.0225714760310285,0,True,0.7417115023592105,0.21504226391930104
4,2741178,Product_A,5.0,28.0,105.0,521.22,3.74,10,1.2,30.8,,"1,31908561142644","3,3322045101752",lnAvg_Price_L3Y,"-0,507570374710529","0,647422736077741","0,19696843861799",35.211927,0,1.3190856114264407,3.332204510175204,-0.4650248585228605,-1.0225714760310285,0,True,0.737549002346898,0.2150422673729544
4,2097124,Product_A,8.0,29.0,123.0,18211.0,11.65,10,3.9,31.9,,"2,45530618001171","3,36729582998647",lnAvg_Price_L3Y,"-0,507570374710529","0,6418248856523","0,196968438617991",35.211927,0,2.4553061800117097,3.367295829986474,-0.4650248585228605,-1.0225714760310285,0,True,0.731951151648604,0.21504227060935932
4,2743198,Product_A,11.0,35.0,121.0,161.1,3.46,10,1.2,38.5,,"1,24126858906963","3,55534806148941",lnAvg_Price_L3Y,"-0,507570374710529","0,614955203610205","0,19696843861799",35.211927,0,1.2412685890696329,3.5553480614894135,-0.4650248585228605,-1.0225714760310285,0,True,0.7050814672456955,0.21504226735454068
4,2031461,Product_A,2.0,21.2,116.0,3513.79,7.48,10,2.5,23.32,,"2,01223279198639","3,05400118167797",lnAvg_Price_L3Y,"-0,507570374710529","0,699493307016233","0,196968438617991",35.211927,0,2.012232791986386,3.054001181677967,-0.4650248585228605,-1.0225714760310285,0,True,0.7896195563588541,0.21504227077954852
